EdFiVersionNumber,EdFiNamespace,EdFiCodeValue,EdFiShortDescription,EdFiDescription,EdFiElementName,EdFiEntity,EdFiPath,EdFiDescription,CEDSElementName,CEDSGlobalId,CEDSOptionCode,CEDSOptionDescription,CEDSOptionDefinition,CEDSDataType,OptionSetMatchConfidence,ElementMatchConfidence,Notes
DS5.2,uri://ed-fi.org/AssessmentPeriodDescriptor,Fall,Fall,Fall,AssessmentPeriodDescriptor,AssessmentPeriod,AssessmentPeriod,"The period of time in which an assessment is supposed to be administered (e.g., Beginning of Year, Middle of Year, End of Year).",,,,,,Alphanumeric - 300 characters maximum,,Yes,
DS5.2,uri://ed-fi.org/AssessmentPeriodDescriptor,Middle of Year,Middle of Year,Middle of Year,AssessmentPeriodDescriptor,AssessmentPeriod,AssessmentPeriod,"The period of time in which an assessment is supposed to be administered (e.g., Beginning of Year, Middle of Year, End of Year).",,,,,,Alphanumeric - 300 characters maximum,,Yes,
DS5.2,uri://ed-fi.org/AssessmentPeriodDescriptor,Spring,Spring,Spring,AssessmentPeriodDescriptor,AssessmentPeriod,AssessmentPeriod,"The period of time in which an assessment is supposed to be administered (e.g., Beginning of Year, Middle of Year, End of Year).",,,,,,Alphanumeric - 300 characters maximum,,Yes,
DS5.2,uri://ed-fi.org/AssessmentPeriodDescriptor,Summer,Summer,Summer,AssessmentPeriodDescriptor,AssessmentPeriod,AssessmentPeriod,"The period of time in which an assessment is supposed to be administered (e.g., Beginning of Year, Middle of Year, End of Year).",,,,,,Alphanumeric - 300 characters maximum,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Achievement/proficiency level,Achievement/proficiency level,Achievement/proficiency level,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00512,Achievement/proficiency level,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,ACT score,DEPRECATED: ACT score,DEPRECATED: ACT score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00494,ACT score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Adaptive scale score,Adaptive scale score,Adaptive scale score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Age score,Age score,Age score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00490,Age score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,College Board examination scores,DEPRECATED: College Board examination scores,DEPRECATED: College Board examination scores,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00492,College Board examination scores,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Composite Rating,Composite Rating,Composite Rating,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Composite Score,Composite Score,Composite Score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Composition Score,Composition Score,Composition Score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,C-scaled scores,C-scaled scores,C-scaled scores,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00491,C-scaled scores,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Grade equivalent or grade-level indicator,Grade equivalent or grade-level indicator,Grade equivalent or grade-level indicator,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00493,Grade equivalent or grade-level indicator,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Graduation score,Graduation score,Graduation score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,03473,Graduation score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Growth/value-added/indexing,Growth/value-added/indexing,Growth/value-added/indexing,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,03474,Growth/value-added/indexing,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,International Baccalaureate score,DEPRECATED: International Baccalaureate score,DEPRECATED: International Baccalaureate score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,03475,International Baccalaureate score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Letter grade/mark,Letter grade/mark,Letter grade/mark,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00144,Letter grade/mark,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Lexile Measure,Lexile Measure,Lexile Measure,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Mastery level,Mastery level,Mastery level,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00513,Mastery level,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,National College-Bound Percentile,National College-Bound Percentile,National College-Bound Percentile,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Normal curve equivalent,Normal curve equivalent,Normal curve equivalent,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00497,Normal curve equivalent,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Normalized standard score,Normalized standard score,Normalized standard score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00498,Normalized standard score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Not applicable,DEPRECATED: Not applicable,DEPRECATED: Not applicable,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Number score,Number score,Number score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00499,Number score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Other,Other,Other,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,09999,Other,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Pass-fail,Pass-fail,Pass-fail,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00500,Pass-fail,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Percentile,Percentile,Percentile,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,03476,Percentile,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Percentile rank,Percentile rank,Percentile rank,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00502,Percentile rank,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Proficiency level,Proficiency level,Proficiency level,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00503,Proficiency level,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Promotion score,Promotion score,Promotion score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,03477,Promotion score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Quantile Measure,Quantile Measure,Quantile Measure,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Ranking,Ranking,Ranking,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00504,Ranking,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Ratio IQ's,Ratio IQ's,Ratio IQ's,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00505,Ratio IQ's,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Raw score,Raw score,Raw score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,03478,Raw score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,RIT scale score,RIT scale score,RIT scale score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Scale score,Scale score,Scale score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,03479,Scale score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Standard age score,Standard age score,Standard age score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00506,Standard age score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Standard error measurement,Standard error measurement,Standard error measurement,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Stanine score,Stanine score,Stanine score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00508,Stanine score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,State College-Bound Percentile,State College-Bound Percentile,State College-Bound Percentile,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Sten score,Sten score,Sten score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00509,Sten score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Theta,Theta,Theta,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,T-score,T-score,T-score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00510,T-score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Vertical Scale Score,Vertical Scale Score,Vertical Scale Score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Vertical score,Vertical score,Vertical score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Workplace readiness score,Workplace readiness score,Workplace readiness score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,03480,Workplace readiness score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Z-score,Z-score,Z-score,AssessmentReportingMethodDescriptor,AssessmentPerformanceLevel,AssessmentReportingMethod,"The method that the instructor of the class uses to report the performance and achievement of all students. It may be a qualitative method such as individualized teacher comments or a quantitative method such as a letter or numerical grade. In some cases, more than one type of reporting method may be used.",Assessment Score Metric Type,000369,00511,Z-score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Achievement/proficiency level,Achievement/proficiency level,Achievement/proficiency level,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,Assessment Score Metric Type,000369,00512,Achievement/proficiency level,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,ACT score,DEPRECATED: ACT score,DEPRECATED: ACT score,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,Assessment Score Metric Type,000369,00494,ACT score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Adaptive scale score,Adaptive scale score,Adaptive scale score,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Age score,Age score,Age score,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,Assessment Score Metric Type,000369,00490,Age score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,College Board examination scores,DEPRECATED: College Board examination scores,DEPRECATED: College Board examination scores,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,Assessment Score Metric Type,000369,00492,College Board examination scores,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Composite Rating,Composite Rating,Composite Rating,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Composite Score,Composite Score,Composite Score,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Composition Score,Composition Score,Composition Score,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,C-scaled scores,C-scaled scores,C-scaled scores,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,Assessment Score Metric Type,000369,00491,C-scaled scores,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Grade equivalent or grade-level indicator,Grade equivalent or grade-level indicator,Grade equivalent or grade-level indicator,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,Assessment Score Metric Type,000369,00493,Grade equivalent or grade-level indicator,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Graduation score,Graduation score,Graduation score,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,Assessment Score Metric Type,000369,03473,Graduation score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Growth/value-added/indexing,Growth/value-added/indexing,Growth/value-added/indexing,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,Assessment Score Metric Type,000369,03474,Growth/value-added/indexing,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,International Baccalaureate score,DEPRECATED: International Baccalaureate score,DEPRECATED: International Baccalaureate score,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,Assessment Score Metric Type,000369,03475,International Baccalaureate score,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Letter grade/mark,Letter grade/mark,Letter grade/mark,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,Assessment Score Metric Type,000369,00144,Letter grade/mark,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Lexile Measure,Lexile Measure,Lexile Measure,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,,,,,,Option Set,,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,Mastery level,Mastery level,Mastery level,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,Assessment Score Metric Type,000369,00513,Mastery level,,Option Set,Yes,Yes,
DS5.2,uri://ed-fi.org/AssessmentReportingMethodDescriptor,National College-Bound Percentile,National College-Bound Percentile,National College-Bound Percentile,AssessmentReportingMethodDescriptor,AssessmentScore,AssessmentReportingMethod,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.,,,,,,Option Set,,Yes,
