AccountingPeriods: Table 1
Name	Mandatory	Characteristics	Type	Description	XPath	CEDS ID	Format
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/StudentContactPersonals/StudentContactPersonal/PersonInfo/Demographics/LanguageList/Language/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/StudentContactPersonals/StudentContactPersonal/PersonInfo/Demographics/LanguageList/Language/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/Demographics/LanguageList/Language/LanguageType/@Codeset		
LanguageType		O	LanguageContainerLanguageTypeType		/StudentContactPersonals/StudentContactPersonal/PersonInfo/Demographics/LanguageList/Language/LanguageType		
Dialect		O	normalizedString	Specific dialect of a person's language.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/Demographics/LanguageList/Language/Dialect		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/Demographics/DwellingArrangement/Code/@Codeset		
Code	*	M	string	Code representing the setting/environment in which the person resides	/StudentContactPersonals/StudentContactPersonal/PersonInfo/Demographics/DwellingArrangement/Code		
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/StudentContactPersonals/StudentContactPersonal/PersonInfo/Demographics/DwellingArrangement/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/StudentContactPersonals/StudentContactPersonal/PersonInfo/Demographics/DwellingArrangement/OtherCodeList/OtherCode		
MaritalStatus		O	token	The person's marital status.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/Demographics/MaritalStatus		
MilitaryConnectedStudent		O	string	"An indication that the student's parent or guardian is on Active Duty, in the National Guard, or in the Reserve components of the United States military services"	/StudentContactPersonals/StudentContactPersonal/PersonInfo/Demographics/MilitaryConnectedStudent	001576	"NotMilitaryConnected, ActiveDuty, NationalGuardOrReserve, Unknown"
@SIF_Action		O	string	" In a Change event, this flag can be used to indicate an element has been deleted from the parent list container.  At a minimum the key for the list must also be present. "	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/@SIF_Action		Delete
@Type	*	M	token	Code that defines the location of the address.  Note:  A subset of specific valid values for each instance in a data object may be listed in that object.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/@Type	000010	"Mailing, Physical, Shipping, Billing, OnCampus, OffCampus, PermanentStudent, PermanentAdmission, FatherAddress, MotherAddress, GuardianAddress"
@TypeCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/@TypeCodeset		
Line1	*	M	normalizedString	Address line 1.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/Street/Line1		
Line2		O	normalizedString	Address line 2.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/Street/Line2		
Line3		O	normalizedString	Address line 3.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/Street/Line3		
Complex		O	normalizedString	Name of the complex.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/Street/Complex		
StreetNumber		O	normalizedString	The address number assigned to the building.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/Street/StreetNumber	000269	
StreetPrefix		O	normalizedString	Street prefix like NE	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/Street/StreetPrefix		
StreetName		O	normalizedString	The name of the street.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/Street/StreetName	000269	
StreetType		O	normalizedString	"The type of street. For example, Lane, Blvd., Ave., etc."	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/Street/StreetType		
StreetSuffix		O	normalizedString	Street suffix like SW.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/Street/StreetSuffix		
ApartmentType		O	normalizedString	"Type of apartment, for example, Suite."	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/Street/ApartmentType		
ApartmentNumberPrefix		O	normalizedString	Apartment number prefix.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/Street/ApartmentNumberPrefix		
ApartmentNumber		O	normalizedString	The number of the apartment.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/Street/ApartmentNumber		
ApartmentNumberSuffix		O	normalizedString	Apartment number suffix.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/Street/ApartmentNumberSuffix		
City	*	M	normalizedString	The city part of the address.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/City	000040	
County		O	normalizedString	The county part of the address.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/County	000190	
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/StateProvince/@Codeset		
StateProvince	*	M	StateProvinceType	The state or province code.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/StateProvince	000267	"AK, AL, AR, AS, AZ, CA, CO, CT, DC, DE, FL, FM, GA, GU, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MH, MI, MN, MO, MP, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, PW, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY, AA, AE, AP"
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/StateANSICode/@Codeset		
StateANSICode		O	string	The American National Standards Institute (ANSI) two-digit code for the state.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/StateANSICode	000424	"01, 02, 04, 05, 06, 08, 09, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 53, 54, 55, 56, 60, 64, 66, 68, 69, 70, 72, 78"
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/Country/@Codeset		
Country	*	M	CountryType	The country code.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/Country		
PostalCode	*	M	normalizedString	The ZIP/postal code.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/PostalCode	000214	
Latitude	*		string		/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/GridLocation/Latitude		
Longitude	*		string		/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/GridLocation/Longitude		
AddressRefId		O	RefIdType	Reference to an Address object or instance.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/AddressList/Address/AddressRefId		
@SIF_Action		O	string	" In a Change event, this flag can be used to indicate an element has been deleted from the parent list container.  At a minimum the key for the list must also be present. "	/StudentContactPersonals/StudentContactPersonal/PersonInfo/PhoneNumberList/PhoneNumber/@SIF_Action		Delete
@Type	*	M	token	Code that specifies what type of phone number this is.  Note: A subset of valid values may be specified in data objects.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/PhoneNumberList/PhoneNumber/@Type	000280	"Home, Work, Mobile, Fax, Other"
@TypeCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/PhoneNumberList/PhoneNumber/@TypeCodeset		
Number	*	M	normalizedString	"Phone number.  Free-form, but typical U.S. formats include:"	/StudentContactPersonals/StudentContactPersonal/PersonInfo/PhoneNumberList/PhoneNumber/Number	000279	
Extension		O	normalizedString	Phone number extension.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/PhoneNumberList/PhoneNumber/Extension	000279	
ListedStatus		O	token	Indicates whether or not the phone number is available to the public.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/PhoneNumberList/PhoneNumber/ListedStatus		
@SIF_Action		O	string	" In a Change event, this flag can be used to indicate an element has been deleted from the parent list container.  At a minimum the key for the list must also be present. "	/StudentContactPersonals/StudentContactPersonal/PersonInfo/EmailList/Email/@SIF_Action		Delete
@Type	*	M	token	This attribute specifies the type of e-mail address.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/EmailList/Email/@Type	000089	"Home, Work, Organizational, Other"
@TypeCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/PersonInfo/EmailList/Email/@TypeCodeset		
Email	*		string		/StudentContactPersonals/StudentContactPersonal/PersonInfo/EmailList/Email		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/EmployerType/@Codeset		
EmployerType		O	string	Code that defines the employer type.	/StudentContactPersonals/StudentContactPersonal/EmployerType		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/EducationLevel/@Codeset		
EducationLevel		O	EducationalLevelType	The highest level of education completed by the contact person.	/StudentContactPersonals/StudentContactPersonal/EducationLevel		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/OptOutEmail/@Codeset		
OptOutEmail		O	StudentContactPersonalOptOutEmailType		/StudentContactPersonals/StudentContactPersonal/OptOutEmail		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
IsCurrent	*	M	boolean	 This element allows for the system to tag an object as being explicitly current. Although the baseline assumption in SIF is that objects are always current (default value is typically 	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/TimeElements/TimeElement/IsCurrent		
DateTime	*	M	dateTime		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/Created/DateTime		
Name	*	M	normalizedString	" Human-readable name of the data's creator. If the object contains system-generated data, the name should identify the creating service or application. "	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/Created/Creators/Creator/Name		
ID	*	M	normalizedString	Unique identifier of the creator.  An email address or URI could be used here.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/Created/Creators/Creator/ID		
By	*	M	normalizedString	Identifier of the system or person that modified the data.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/ModificationHistory/Modified/By		
DateTime	*	M	dateTime	The date/time the modification occurred.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/ModificationHistory/Modified/DateTime	000534	
Description		O	string	Human readable description of the data modifications.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/ModificationHistory/Modified/Description		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
IsCurrent	*	M	boolean	 This element allows for the system to tag an object as being explicitly current. Although the baseline assumption in SIF is that objects are always current (default value is typically 	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/LifeCycle/TimeElements/TimeElement/IsCurrent		
Cost		O	boolean		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/RightsElements/RightsElement/Cost	000505	
UseType	*	M	string	" A description of the fee structure for this resource. Some resources may be licensed differently depending upon their context. For example, a content provider might charge one fee structure for resources used in the classroom and a separate fee for those resources available to parents from home. "	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/UseType		
MeteringType	*	M	token		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/MeteringType		
MeteringURL		O	anyURI		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/MeteringURL		
@Currency		O	token	"Currency code.  Where omitted, defaults to implementation-defined local currency, typically "	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge/@Currency		
@CurrencyCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge/@CurrencyCodeset		
PerUseCharge		O	MonetaryAmountType		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge		
CopyrightStatement		O	string		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/RightsElements/RightsElement/CopyrightStatement		
TermsOfUse		O	string		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/RightsElements/RightsElement/TermsOfUse		
MediaType	*	MR	token		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/MediaTypes/MediaType		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/Code/@Codeset		
Code	*	M	string	Code representing the grade level.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/Code	000100	"IT, PR, PK, TK, KG, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, PS, UG, AE, Other"
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/Code/@Codeset		
Code	*	M	string	"The subject area code (i.e., the first two digits of the course classification code)."	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/Code	000702	
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/Code/@Codeset		
Code	*	M	string	Code representing the grade level.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/Code	000100	"IT, PR, PK, TK, KG, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, PS, UG, AE, Other"
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/OtherCodeList/OtherCode		
LearningStandardItemRefId	*	MR	IdRefType		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/LearningStandardItems/LearningStandardItemRefId		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/BloomsTaxonomyLevels/BloomsTaxonomyLevel/@Codeset		
BloomsTaxonomyLevel		OR	string		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/BloomsTaxonomyLevels/BloomsTaxonomyLevel		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/MultipleIntelligences/MultipleIntelligence/@Codeset		
MultipleIntelligence		OR	string		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/MultipleIntelligences/MultipleIntelligence		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/InstructionalStrategies/InstructionalStrategy/@Codeset		
InstructionalStrategy		OR	string		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/InstructionalStrategies/InstructionalStrategy		
Title		O	normalizedString	The title of the content.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/Title		
Summary		O	string	A summary of the content.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/Summary		
LearningObjective	*	MR	string		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/LearningObjectives/LearningObjective		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/ResourceTypes/ResourceType/@Codeset		
ResourceType	*	MR	string		/StudentContactPersonals/StudentContactPersonal/SIF_Metadata/EducationFilter/ResourceTypes/ResourceType		
@Name	*	M	normalizedString	"The name of the extended element. As it is possible that names for extended elements may collide from agent to agent, it is recommended that the names of extended elements be configurable in an agent, or that agents use URIs for the names of extended elements."	/StudentContactPersonals/StudentContactPersonal/SIF_ExtendedElements/SIF_ExtendedElement/@Name		
@SIF_Action		O	string	" In a Change event, this flag can be used to indicate an element has been deleted from the parent list container.  At a minimum the key for the list must also be present. "	/StudentContactPersonals/StudentContactPersonal/SIF_ExtendedElements/SIF_ExtendedElement/@SIF_Action		Delete
SIF_ExtendedElement		OR	SIF_ExtendedElementType	"A name/value pair, the name being contained in the Name attribute, the value being the element content."	/StudentContactPersonals/StudentContactPersonal/SIF_ExtendedElements/SIF_ExtendedElement		

StudentContactRelationships: Table 1
Name	Mandatory	Characteristics	Type	Description	XPath	CEDS ID	Format
@RefId	*	M	RefIdType	A GUID that identifies an instance of this object. This RefId is new for 2.7M and MUST be supported like other objects that have a RefId (i.e. it is the key for the object).  The alternate keys MUST continue to be supported.	/StudentContactRelationships/StudentContactRelationship/@RefId		
@StudentPersonalRefId	*	M	IdRefType	GUID that identifies the student for the relationship.	/StudentContactRelationships/StudentContactRelationship/@StudentPersonalRefId		
@StudentContactPersonalRefId	*	M	IdRefType	GUID that identifies the contact person for the relationship.	/StudentContactRelationships/StudentContactRelationship/@StudentContactPersonalRefId		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactRelationships/StudentContactRelationship/Relationship/Code/@Codeset		
Code	*	M	string	Code representing the relationship.	/StudentContactRelationships/StudentContactRelationship/Relationship/Code	000721	
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/StudentContactRelationships/StudentContactRelationship/Relationship/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/StudentContactRelationships/StudentContactRelationship/Relationship/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactRelationships/StudentContactRelationship/ContactFlags/ParentLegalGuardian/@Codeset		
ParentLegalGuardian		C	string	Does the individual have parental or legal guardianship responsibility for the student?	/StudentContactRelationships/StudentContactRelationship/ContactFlags/ParentLegalGuardian		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactRelationships/StudentContactRelationship/ContactFlags/PickupRights/@Codeset		
PickupRights		O	ContactFlagsPickupRightsType		/StudentContactRelationships/StudentContactRelationship/ContactFlags/PickupRights		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactRelationships/StudentContactRelationship/ContactFlags/LivesWith/@Codeset		
LivesWith		O	ContactFlagsLivesWithType		/StudentContactRelationships/StudentContactRelationship/ContactFlags/LivesWith		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactRelationships/StudentContactRelationship/ContactFlags/AccessToRecords/@Codeset		
AccessToRecords		O	ContactFlagsAccessToRecordsType		/StudentContactRelationships/StudentContactRelationship/ContactFlags/AccessToRecords		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactRelationships/StudentContactRelationship/ContactFlags/EmergencyContact/@Codeset		
EmergencyContact		O	ContactFlagsEmergencyContactType		/StudentContactRelationships/StudentContactRelationship/ContactFlags/EmergencyContact		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactRelationships/StudentContactRelationship/ContactFlags/HasCustody/@Codeset		
HasCustody		O	ContactFlagsHasCustodyType		/StudentContactRelationships/StudentContactRelationship/ContactFlags/HasCustody		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactRelationships/StudentContactRelationship/ContactFlags/DisciplinaryContact/@Codeset		
DisciplinaryContact		O	ContactFlagsDisciplinaryContactType		/StudentContactRelationships/StudentContactRelationship/ContactFlags/DisciplinaryContact		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactRelationships/StudentContactRelationship/ContactFlags/PrimaryCareProvider/@Codeset		
PrimaryCareProvider		O	ContactFlagsPrimaryCareProviderType		/StudentContactRelationships/StudentContactRelationship/ContactFlags/PrimaryCareProvider		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/StudentContactRelationships/StudentContactRelationship/ContactFlags/Other/@Codeset		
Other		O	ContactFlagsOtherType		/StudentContactRelationships/StudentContactRelationship/ContactFlags/Other		
ContactSequence		O	unsignedInt	Number indicating the order in which the person should be contacted.	/StudentContactRelationships/StudentContactRelationship/ContactSequence		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/StudentContactRelationships/StudentContactRelationship/SIF_Metadata/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/StudentContactRelationships/StudentContactRelationship/SIF_Metadata/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/StudentContactRelationships/StudentContactRelationship/SIF_Metadata/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/StudentContactRelationships/StudentContactRelationship/SIF_Metadata/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/StudentContactRelationships/StudentContactRelationship/SIF_Metadata/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/StudentContactRelationships/StudentContactRelationship/SIF_Metadata/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/StudentContactRelationships/StudentContactRelationship/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/StudentContactRelationships/StudentContactRelationship/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/StudentContactRelationships/StudentContactRelationship/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/StudentContactRelationships/StudentContactRelationship/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
