AccountingPeriods: Table 1
Name	Mandatory	Characteristics	Type	Description	XPath	CEDS ID	Format
@Currency		O	token	"Currency code.  Where omitted, defaults to implementation-defined local currency, typically "	/FoodserviceItemSaless/FoodserviceItemSales/ItemQuantities/ItemQuantity/Cost/@Currency		
@CurrencyCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemSaless/FoodserviceItemSales/ItemQuantities/ItemQuantity/Cost/@CurrencyCodeset		
Cost		O	MonetaryAmountType	The cost (monetary value) of the item sold.	/FoodserviceItemSaless/FoodserviceItemSales/ItemQuantities/ItemQuantity/Cost		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
IsCurrent	*	M	boolean	 This element allows for the system to tag an object as being explicitly current. Although the baseline assumption in SIF is that objects are always current (default value is typically 	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/TimeElements/TimeElement/IsCurrent		
DateTime	*	M	dateTime		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/Created/DateTime		
Name	*	M	normalizedString	" Human-readable name of the data's creator. If the object contains system-generated data, the name should identify the creating service or application. "	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/Created/Creators/Creator/Name		
ID	*	M	normalizedString	Unique identifier of the creator.  An email address or URI could be used here.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/Created/Creators/Creator/ID		
By	*	M	normalizedString	Identifier of the system or person that modified the data.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/ModificationHistory/Modified/By		
DateTime	*	M	dateTime	The date/time the modification occurred.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/ModificationHistory/Modified/DateTime	000534	
Description		O	string	Human readable description of the data modifications.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/ModificationHistory/Modified/Description		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
IsCurrent	*	M	boolean	 This element allows for the system to tag an object as being explicitly current. Although the baseline assumption in SIF is that objects are always current (default value is typically 	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/LifeCycle/TimeElements/TimeElement/IsCurrent		
Cost		O	boolean		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/RightsElements/RightsElement/Cost	000505	
UseType	*	M	string	" A description of the fee structure for this resource. Some resources may be licensed differently depending upon their context. For example, a content provider might charge one fee structure for resources used in the classroom and a separate fee for those resources available to parents from home. "	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/UseType		
MeteringType	*	M	token		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/MeteringType		
MeteringURL		O	anyURI		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/MeteringURL		
@Currency		O	token	"Currency code.  Where omitted, defaults to implementation-defined local currency, typically "	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge/@Currency		
@CurrencyCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge/@CurrencyCodeset		
PerUseCharge		O	MonetaryAmountType		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge		
CopyrightStatement		O	string		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/RightsElements/RightsElement/CopyrightStatement		
TermsOfUse		O	string		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/RightsElements/RightsElement/TermsOfUse		
MediaType	*	MR	token		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/MediaTypes/MediaType		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/Code/@Codeset		
Code	*	M	string	Code representing the grade level.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/Code	000100	"IT, PR, PK, TK, KG, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, PS, UG, AE, Other"
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/Code/@Codeset		
Code	*	M	string	"The subject area code (i.e., the first two digits of the course classification code)."	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/Code	000702	
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/Code/@Codeset		
Code	*	M	string	Code representing the grade level.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/Code	000100	"IT, PR, PK, TK, KG, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, PS, UG, AE, Other"
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/OtherCodeList/OtherCode		
LearningStandardItemRefId	*	MR	IdRefType		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/LearningStandardItems/LearningStandardItemRefId		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/BloomsTaxonomyLevels/BloomsTaxonomyLevel/@Codeset		
BloomsTaxonomyLevel		OR	string		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/BloomsTaxonomyLevels/BloomsTaxonomyLevel		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/MultipleIntelligences/MultipleIntelligence/@Codeset		
MultipleIntelligence		OR	string		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/MultipleIntelligences/MultipleIntelligence		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/InstructionalStrategies/InstructionalStrategy/@Codeset		
InstructionalStrategy		OR	string		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/InstructionalStrategies/InstructionalStrategy		
Title		O	normalizedString	The title of the content.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/Title		
Summary		O	string	A summary of the content.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/Summary		
LearningObjective	*	MR	string		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/LearningObjectives/LearningObjective		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/ResourceTypes/ResourceType/@Codeset		
ResourceType	*	MR	string		/FoodserviceItemSaless/FoodserviceItemSales/SIF_Metadata/EducationFilter/ResourceTypes/ResourceType		
@Name	*	M	normalizedString	"The name of the extended element. As it is possible that names for extended elements may collide from agent to agent, it is recommended that the names of extended elements be configurable in an agent, or that agents use URIs for the names of extended elements."	/FoodserviceItemSaless/FoodserviceItemSales/SIF_ExtendedElements/SIF_ExtendedElement/@Name		
@SIF_Action		O	string	" In a Change event, this flag can be used to indicate an element has been deleted from the parent list container.  At a minimum the key for the list must also be present. "	/FoodserviceItemSaless/FoodserviceItemSales/SIF_ExtendedElements/SIF_ExtendedElement/@SIF_Action		Delete
SIF_ExtendedElement		OR	SIF_ExtendedElementType	"A name/value pair, the name being contained in the Name attribute, the value being the element content."	/FoodserviceItemSaless/FoodserviceItemSales/SIF_ExtendedElements/SIF_ExtendedElement		

FoodserviceItemUnits: Table 1
Name	Mandatory	Characteristics	Type	Description	XPath	CEDS ID	Format
@RefId	*	M	RefIdType	GUID that identifies this unit	/FoodserviceItemUnits/FoodserviceItemUnit/@RefId		
FoodserviceItemRefId	*	M	IdRefType	GUID that identifies related item	/FoodserviceItemUnits/FoodserviceItemUnit/FoodserviceItemRefId		
Description	*	M	string	"Description of unit (""cup"", ""teaspoon"", etc.)"	/FoodserviceItemUnits/FoodserviceItemUnit/Description		
MeasureDescriptionCode	*	M	normalizedString	        Child Nutrition Database [CNDB] standard code describing unit.  The database is updated on a yearly basis by the USDA.      	/FoodserviceItemUnits/FoodserviceItemUnit/MeasureDescriptionCode		
GramWeight	*	M	decimal	Gram weight of this item in terms of MeasureDescriptionCode	/FoodserviceItemUnits/FoodserviceItemUnit/GramWeight		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
IsCurrent	*	M	boolean	 This element allows for the system to tag an object as being explicitly current. Although the baseline assumption in SIF is that objects are always current (default value is typically 	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/TimeElements/TimeElement/IsCurrent		
DateTime	*	M	dateTime		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/Created/DateTime		
Name	*	M	normalizedString	" Human-readable name of the data's creator. If the object contains system-generated data, the name should identify the creating service or application. "	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/Created/Creators/Creator/Name		
ID	*	M	normalizedString	Unique identifier of the creator.  An email address or URI could be used here.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/Created/Creators/Creator/ID		
By	*	M	normalizedString	Identifier of the system or person that modified the data.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/ModificationHistory/Modified/By		
DateTime	*	M	dateTime	The date/time the modification occurred.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/ModificationHistory/Modified/DateTime	000534	
Description		O	string	Human readable description of the data modifications.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/ModificationHistory/Modified/Description		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
IsCurrent	*	M	boolean	 This element allows for the system to tag an object as being explicitly current. Although the baseline assumption in SIF is that objects are always current (default value is typically 	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/LifeCycle/TimeElements/TimeElement/IsCurrent		
Cost		O	boolean		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/RightsElements/RightsElement/Cost	000505	
UseType	*	M	string	" A description of the fee structure for this resource. Some resources may be licensed differently depending upon their context. For example, a content provider might charge one fee structure for resources used in the classroom and a separate fee for those resources available to parents from home. "	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/UseType		
MeteringType	*	M	token		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/MeteringType		
MeteringURL		O	anyURI		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/MeteringURL		
@Currency		O	token	"Currency code.  Where omitted, defaults to implementation-defined local currency, typically "	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge/@Currency		
@CurrencyCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge/@CurrencyCodeset		
PerUseCharge		O	MonetaryAmountType		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge		
CopyrightStatement		O	string		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/RightsElements/RightsElement/CopyrightStatement		
TermsOfUse		O	string		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/RightsElements/RightsElement/TermsOfUse		
MediaType	*	MR	token		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/MediaTypes/MediaType		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/Code/@Codeset		
Code	*	M	string	Code representing the grade level.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/Code	000100	"IT, PR, PK, TK, KG, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, PS, UG, AE, Other"
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/Code/@Codeset		
Code	*	M	string	"The subject area code (i.e., the first two digits of the course classification code)."	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/Code	000702	
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/Code/@Codeset		
Code	*	M	string	Code representing the grade level.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/Code	000100	"IT, PR, PK, TK, KG, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, PS, UG, AE, Other"
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/OtherCodeList/OtherCode		
LearningStandardItemRefId	*	MR	IdRefType		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/LearningStandardItems/LearningStandardItemRefId		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/BloomsTaxonomyLevels/BloomsTaxonomyLevel/@Codeset		
BloomsTaxonomyLevel		OR	string		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/BloomsTaxonomyLevels/BloomsTaxonomyLevel		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/MultipleIntelligences/MultipleIntelligence/@Codeset		
MultipleIntelligence		OR	string		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/MultipleIntelligences/MultipleIntelligence		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/InstructionalStrategies/InstructionalStrategy/@Codeset		
InstructionalStrategy		OR	string		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/InstructionalStrategies/InstructionalStrategy		
Title		O	normalizedString	The title of the content.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/Title		
Summary		O	string	A summary of the content.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/Summary		
LearningObjective	*	MR	string		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/LearningObjectives/LearningObjective		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/ResourceTypes/ResourceType/@Codeset		
ResourceType	*	MR	string		/FoodserviceItemUnits/FoodserviceItemUnit/SIF_Metadata/EducationFilter/ResourceTypes/ResourceType		
@Name	*	M	normalizedString	"The name of the extended element. As it is possible that names for extended elements may collide from agent to agent, it is recommended that the names of extended elements be configurable in an agent, or that agents use URIs for the names of extended elements."	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_ExtendedElements/SIF_ExtendedElement/@Name		
@SIF_Action		O	string	" In a Change event, this flag can be used to indicate an element has been deleted from the parent list container.  At a minimum the key for the list must also be present. "	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_ExtendedElements/SIF_ExtendedElement/@SIF_Action		Delete
SIF_ExtendedElement		OR	SIF_ExtendedElementType	"A name/value pair, the name being contained in the Name attribute, the value being the element content."	/FoodserviceItemUnits/FoodserviceItemUnit/SIF_ExtendedElements/SIF_ExtendedElement		

FoodserviceItems: Table 1
Name	Mandatory	Characteristics	Type	Description	XPath	CEDS ID	Format
@RefId	*	M	RefIdType	GUID that identifies this item	/FoodserviceItems/FoodserviceItem/@RefId		
